transaction_id,transaction_date,drug_id,drug_name,category,quantity_dispensed,unit_price,facility_id
T26407,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,3,45.29,F001
T26408,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,1,46.61,F001
T26409,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,14.88,F001
T26410,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,4,35.33,F001
T26411,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,14.62,F001
T26412,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,3,30.87,F001
T26413,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,11.52,F001
T26414,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,1,20.53,F001
T26415,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,5,25.93,F001
T26416,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,5,41.4,F001
T26417,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,36.27,F001
T26418,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,10.42,F001
T26419,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,5,22.94,F001
T26420,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,4,25.65,F001
T26421,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,5,21.05,F001
T26422,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,34.69,F001
T26423,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,3,30.3,F001
T26424,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,2,12.54,F001
T26425,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,3,7.36,F001
T26426,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,1,8.3,F001
T26427,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,3,46.48,F001
T26428,2022-06-08,D002,Amoxicillin 500mg,Antibiotic,4,15.37,F001
T26429,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,3,33.95,F001
T26430,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,5,12.69,F001
T26431,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,3,20.79,F001
T26432,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,4,26.86,F001
T26433,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,2,17.47,F001
T26434,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,3,48.48,F001
T26435,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,5,26.15,F001
T26436,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,5,6.69,F001
T26437,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,1,5.99,F001
T26438,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,3,33.98,F001
T26439,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,4,36.51,F001
T26440,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,4,33.52,F001
T26441,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,4,19.72,F001
T26442,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,1,30.9,F001
T26443,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,1,26.71,F001
T26444,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,5,13.34,F001
T26445,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,4,32.49,F001
T26446,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,3,28.21,F001
T26447,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,5,36.19,F001
T26448,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,5,27.42,F001
T26449,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,2,12.27,F001
T26450,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,1,48.09,F001
T26451,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,3,48.7,F001
T26452,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,2,24.37,F001
T26453,2022-06-09,D002,Amoxicillin 500mg,Antibiotic,4,9.56,F001
T26454,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,4,18.89,F001
T26455,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,5,13.01,F001
T26456,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,1,28.96,F001
T26457,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,5,39.95,F001
T26458,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,3,46.15,F001
T26459,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,1,23.22,F001
T26460,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,4,25.95,F001
T26461,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,3,8.98,F001
T26462,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,2,5.14,F001
T26463,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,4,41.17,F001
T26464,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,3,24.14,F001
T26465,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,5,17.43,F001
T26466,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,4,34.38,F001
T26467,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,2,25.72,F001
T26468,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,3,21.21,F001
T26469,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,4,25.8,F001
T26470,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,1,6.7,F001
T26471,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,1,27.34,F001
T26472,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,2,6.85,F001
T26473,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,5,43.39,F001
T26474,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,3,46.72,F001
T26475,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,5,11.0,F001
T26476,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,4,23.46,F001
T26477,2022-06-10,D002,Amoxicillin 500mg,Antibiotic,3,20.54,F001
T26478,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,5,34.9,F001
T26479,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,12.29,F001
T26480,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,1,16.3,F001
T26481,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,2,18.98,F001
T26482,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,4,41.48,F001
T26483,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,4,7.53,F001
T26484,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,5,19.77,F001
T26485,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,2,15.84,F001
T26486,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,1,7.05,F001
T26487,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,2,13.08,F001
T26488,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,4,14.3,F001
T26489,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,37.15,F001
T26490,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,1,39.53,F001
T26491,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,45.12,F001
T26492,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,5,49.91,F001
T26493,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,4,35.79,F001
T26494,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,4,44.88,F001
T26495,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,47.73,F001
T26496,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,1,8.39,F001
T26497,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,10.66,F001
T26498,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,5,18.88,F001
T26499,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,20.92,F001
T26500,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,5,48.7,F001
T26501,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,5,5.92,F001
T26502,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,4,16.8,F001
T26503,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,13.26,F001
T26504,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,43.62,F001
T26505,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,3,49.85,F001
T26506,2022-06-11,D002,Amoxicillin 500mg,Antibiotic,2,14.82,F001
T26507,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,4,18.53,F001
T26508,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,5,38.16,F001
T26509,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,2,18.53,F001
T26510,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,2,36.78,F001
T26511,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,2,37.66,F001
T26512,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,1,24.57,F001
T26513,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,5,46.21,F001
T26514,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,48.68,F001
T26515,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,4,36.31,F001
T26516,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,6.55,F001
T26517,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,1,28.07,F001
T26518,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,2,14.68,F001
T26519,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,5,40.14,F001
T26520,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,4,36.75,F001
T26521,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,19.1,F001
T26522,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,31.71,F001
T26523,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,28.91,F001
T26524,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,1,12.22,F001
T26525,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,4,48.41,F001
T26526,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,2,27.51,F001
T26527,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,1,45.71,F001
T26528,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,4,21.4,F001
T26529,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,2,24.2,F001
T26530,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,49.44,F001
T26531,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,3,42.13,F001
T26532,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,5,46.95,F001
T26533,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,5,20.58,F001
T26534,2022-06-12,D002,Amoxicillin 500mg,Antibiotic,1,32.66,F001
T26535,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,46.44,F001
T26536,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,27.34,F001
T26537,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,5.31,F001
T26538,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,11.73,F001
T26539,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,1,33.56,F001
T26540,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,4,22.86,F001
T26541,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,30.08,F001
T26542,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,35.29,F001
T26543,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,8.04,F001
T26544,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,4,5.24,F001
T26545,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,5,7.62,F001
T26546,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,37.11,F001
T26547,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,1,46.06,F001
T26548,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,4,36.97,F001
T26549,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,26.64,F001
T26550,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,22.65,F001
T26551,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,31.32,F001
T26552,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,5,39.36,F001
T26553,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,5,24.83,F001
T26554,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,19.7,F001
T26555,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,20.96,F001
T26556,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,1,41.85,F001
T26557,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,1,37.6,F001
T26558,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,4,39.96,F001
T26559,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,25.93,F001
T26560,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,5,17.41,F001
T26561,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,26.22,F001
T26562,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,2,21.94,F001
T26563,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,1,39.72,F001
T26564,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,3,19.72,F001
T26565,2022-06-13,D002,Amoxicillin 500mg,Antibiotic,1,21.24,F001
T26566,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,2,31.59,F001
T26567,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,1,12.73,F001
T26568,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,2,42.62,F001
T26569,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,3,12.86,F001
T26570,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,18.52,F001
T26571,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,4,36.92,F001
T26572,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,19.6,F001
T26573,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,34.94,F001
T26574,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,1,5.79,F001
T26575,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,1,9.49,F001
T26576,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,18.28,F001
T26577,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,18.43,F001
T26578,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,1,23.79,F001
T26579,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,3,45.47,F001
T26580,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,18.01,F001
T26581,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,3,14.78,F001
T26582,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,3,34.7,F001
T26583,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,3,27.97,F001
T26584,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,2,13.14,F001
T26585,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,4,48.75,F001
T26586,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,2,37.48,F001
T26587,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,32.63,F001
T26588,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,2,13.16,F001
T26589,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,5,28.65,F001
T26590,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,4,43.33,F001
T26591,2022-06-14,D002,Amoxicillin 500mg,Antibiotic,3,28.88,F001
T26592,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,3,21.96,F001
T26593,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,2,9.75,F001
T26594,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,5,35.03,F001
T26595,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,39.42,F001
T26596,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,3,34.94,F001
T26597,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,4,26.0,F001
T26598,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,22.09,F001
T26599,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,13.05,F001
T26600,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,2,36.35,F001
T26601,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,3,32.52,F001
T26602,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,2,44.06,F001
T26603,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,3,16.65,F001
T26604,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,2,23.6,F001
T26605,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,4,26.36,F001
T26606,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,5,45.9,F001
T26607,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,10.0,F001
T26608,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,23.81,F001
T26609,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,2,5.79,F001
T26610,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,19.9,F001
T26611,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,4,43.52,F001
T26612,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,1,41.87,F001
T26613,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,4,37.31,F001
T26614,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,3,9.94,F001
T26615,2022-06-15,D002,Amoxicillin 500mg,Antibiotic,3,15.81,F001
T26616,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,18.83,F001
T26617,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,35.82,F001
T26618,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,44.99,F001
T26619,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,30.79,F001
T26620,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,15.38,F001
T26621,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,8.57,F001
T26622,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,5,15.01,F001
T26623,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,34.93,F001
T26624,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,18.36,F001
T26625,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,7.87,F001
T26626,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,14.77,F001
T26627,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,23.22,F001
T26628,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,5.18,F001
T26629,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,20.6,F001
T26630,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,35.55,F001
T26631,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,2,43.59,F001
T26632,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,4,7.97,F001
T26633,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,43.14,F001
T26634,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,25.39,F001
T26635,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,29.77,F001
T26636,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,5,26.98,F001
T26637,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,5,8.01,F001
T26638,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,23.08,F001
T26639,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,14.77,F001
T26640,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,26.43,F001
T26641,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,4,19.74,F001
T26642,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,4,6.22,F001
T26643,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,4,10.92,F001
T26644,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,27.63,F001
T26645,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,5,43.81,F001
T26646,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,22.71,F001
T26647,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,47.75,F001
T26648,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,1,17.36,F001
T26649,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,4,23.9,F001
T26650,2022-06-25,D002,Amoxicillin 500mg,Antibiotic,3,28.82,F001
T26651,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,4,40.44,F001
T26652,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,48.69,F001
T26653,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,29.39,F001
T26654,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,20.16,F001
T26655,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,34.79,F001
T26656,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,8.6,F001
T26657,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,19.86,F001
T26658,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,22.36,F001
T26659,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,27.5,F001
T26660,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,48.97,F001
T26661,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,43.4,F001
T26662,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,18.17,F001
T26663,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,4,35.99,F001
T26664,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,36.0,F001
T26665,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,44.17,F001
T26666,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,2,47.07,F001
T26667,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,6.91,F001
T26668,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,41.68,F001
T26669,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,27.43,F001
T26670,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,1,13.83,F001
T26671,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,1,33.22,F001
T26672,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,3,31.98,F001
T26673,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,1,47.29,F001
T26674,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,23.07,F001
T26675,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,7.62,F001
T26676,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,4,22.87,F001
T26677,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,12.38,F001
T26678,2022-06-26,D002,Amoxicillin 500mg,Antibiotic,5,10.7,F001
T26679,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,2,7.64,F001
T26680,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,4,18.38,F001
T26681,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,33.28,F001
T26682,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,42.37,F001
T26683,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,14.25,F001
T26684,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,16.16,F001
T26685,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,4,46.63,F001
T26686,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,5,18.8,F001
T26687,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,45.41,F001
T26688,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,7.98,F001
T26689,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,2,30.51,F001
T26690,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,34.24,F001
T26691,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,2,27.72,F001
T26692,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,23.37,F001
T26693,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,27.37,F001
T26694,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,5,27.41,F001
T26695,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,36.87,F001
T26696,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,16.3,F001
T26697,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,2,39.46,F001
T26698,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,49.17,F001
T26699,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,49.41,F001
T26700,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,15.1,F001
T26701,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,1,31.8,F001
T26702,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,24.37,F001
T26703,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,4,35.66,F001
T26704,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,10.89,F001
T26705,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,13.41,F001
T26706,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,4,41.67,F001
T26707,2022-06-27,D002,Amoxicillin 500mg,Antibiotic,3,26.48,F001
T26708,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,1,47.42,F001
T26709,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,25.19,F001
T26710,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,29.59,F001
T26711,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,36.72,F001
T26712,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,1,14.03,F001
T26713,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,29.92,F001
T26714,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,41.56,F001
T26715,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,6.77,F001
T26716,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,1,20.44,F001
T26717,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,46.41,F001
T26718,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,16.55,F001
T26719,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,24.7,F001
T26720,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,8.69,F001
T26721,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,44.08,F001
T26722,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,5,19.61,F001
T26723,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,42.71,F001
T26724,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,5,21.44,F001
T26725,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,4,13.81,F001
T26726,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,4,46.49,F001
T26727,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,1,33.07,F001
T26728,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,46.06,F001
T26729,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,46.59,F001
T26730,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,33.4,F001
T26731,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,4,38.61,F001
T26732,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,3,5.76,F001
T26733,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,4,48.78,F001
T26734,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,2,5.47,F001
T26735,2022-06-28,D002,Amoxicillin 500mg,Antibiotic,5,45.09,F001
T26736,2022-06-29,D002,Amoxicillin 500mg,Antibiotic,3,15.28,F001
T26737,2022-06-29,D002,Amoxicillin 500mg,Antibiotic,1,27.88,F001
T26738,2022-06-29,D002,Amoxicillin 500mg,Antibiotic,1,37.48,F001
