drug_id,month,monthly_demand
D016,2020-04-01,459
D016,2020-05-01,489
D016,2020-06-01,495
D016,2020-07-01,507
D016,2020-08-01,517
D016,2020-09-01,498
D016,2020-10-01,461
D016,2020-11-01,455
D016,2020-12-01,467
D016,2021-01-01,447
D016,2021-02-01,424
D016,2021-03-01,448
D016,2021-04-01,456
D016,2021-05-01,485
D016,2021-06-01,503
D016,2021-07-01,542
D016,2021-08-01,525
D016,2021-09-01,497
D016,2021-10-01,514
D016,2021-11-01,449
D016,2021-12-01,483
D016,2022-01-01,482
D016,2022-02-01,434
D016,2022-03-01,485
D016,2022-04-01,466
D016,2022-05-01,509
D016,2022-06-01,513
D016,2022-07-01,542
D016,2022-08-01,536
D016,2022-09-01,508
D016,2022-10-01,501
D016,2022-11-01,467
D016,2022-12-01,487
D016,2023-01-01,484
D016,2023-02-01,452
D016,2023-03-01,473
D016,2023-04-01,491
D016,2023-05-01,526
D016,2023-06-01,514
D016,2023-07-01,550
D016,2023-08-01,544
D016,2023-09-01,536
D016,2023-10-01,509
D016,2023-11-01,493
D016,2023-12-01,497
D016,2024-01-01,485
D016,2024-02-01,463
D016,2024-03-01,498
D016,2024-04-01,504
D016,2024-05-01,520
D016,2024-06-01,525
D016,2024-07-01,542
D016,2024-08-01,557
D016,2024-09-01,527
D016,2024-10-01,544
D016,2024-11-01,498
D016,2024-12-01,518
D017,2019-01-01,1065
D017,2019-02-01,980
D017,2019-03-01,1070
D017,2019-04-01,1277
D017,2019-05-01,1496
D017,2019-06-01,1551
D017,2019-07-01,1629
D017,2019-08-01,1614
D017,2019-09-01,1457
D017,2019-10-01,1352
D017,2019-11-01,1078
D017,2019-12-01,1091
D017,2020-01-01,1125
D017,2020-02-01,1030
D017,2020-03-01,1131
D017,2020-04-01,1373
D017,2020-05-01,1612
D017,2020-06-01,1606
D017,2020-07-01,1646
D017,2020-08-01,1713
D017,2020-09-01,1544
D017,2020-10-01,1417
D017,2020-11-01,1129
D017,2020-12-01,1142
D017,2021-01-01,1164
D017,2021-02-01,1042
D017,2021-03-01,1156
D017,2021-04-01,1387
D017,2021-05-01,1634
D017,2021-06-01,1674
D017,2021-07-01,1701
D017,2021-08-01,1684
D017,2021-09-01,1597
D017,2021-10-01,1462
D017,2021-11-01,1183
D017,2021-12-01,1225
D017,2022-01-01,1211
D017,2022-02-01,1111
D017,2022-03-01,1234
D017,2022-04-01,1433
D017,2022-05-01,1699
D017,2022-06-01,1670
D017,2022-07-01,1799
D017,2022-08-01,1795
D017,2022-09-01,1640
D017,2022-10-01,1528
D017,2022-11-01,1202
D017,2022-12-01,1239
D017,2023-01-01,1255
D017,2023-02-01,1109
D017,2023-03-01,1264
D017,2023-04-01,1505
D017,2023-05-01,1737
D017,2023-06-01,1827
D017,2023-07-01,1866
D017,2023-08-01,1812
D017,2023-09-01,1716
D017,2023-10-01,1569
D017,2023-11-01,1239
D017,2023-12-01,1255
D017,2024-01-01,1318
D017,2024-02-01,1226
D017,2024-03-01,1293
D017,2024-04-01,1561
D017,2024-05-01,1863
D017,2024-06-01,1846
D017,2024-07-01,1920
D017,2024-08-01,1904
D017,2024-09-01,1760
D017,2024-10-01,1605
D017,2024-11-01,1263
D017,2024-12-01,1321
D018,2019-01-01,621
D018,2019-02-01,554
D018,2019-03-01,586
D018,2019-04-01,693
D018,2019-05-01,833
D018,2019-06-01,833
D018,2019-07-01,866
D018,2019-08-01,874
D018,2019-09-01,792
D018,2019-10-01,745
D018,2019-11-01,606
D018,2019-12-01,626
D018,2020-01-01,613
D018,2020-02-01,587
D018,2020-03-01,627
D018,2020-04-01,738
D018,2020-05-01,869
D018,2020-06-01,861
D018,2020-07-01,881
D018,2020-08-01,895
D018,2020-09-01,830
D018,2020-10-01,783
D018,2020-11-01,614
D018,2020-12-01,644
D018,2021-01-01,638
D018,2021-02-01,580
D018,2021-03-01,657
D018,2021-04-01,761
D018,2021-05-01,896
D018,2021-06-01,890
D018,2021-07-01,925
D018,2021-08-01,920
D018,2021-09-01,855
D018,2021-10-01,791
D018,2021-11-01,654
D018,2021-12-01,669
D018,2022-01-01,662
D018,2022-02-01,623
D018,2022-03-01,684
D018,2022-04-01,766
D018,2022-05-01,910
D018,2022-06-01,905
D018,2022-07-01,948
D018,2022-08-01,942
D018,2022-09-01,872
D018,2022-10-01,822
D018,2022-11-01,657
D018,2022-12-01,669
D018,2023-01-01,671
D018,2023-02-01,609
D018,2023-03-01,701
D018,2023-04-01,807
D018,2023-05-01,925
D018,2023-06-01,914
D018,2023-07-01,986
D018,2023-08-01,998
D018,2023-09-01,881
D018,2023-10-01,842
D018,2023-11-01,683
D018,2023-12-01,703
D018,2024-01-01,696
D018,2024-02-01,638
D018,2024-03-01,687
D018,2024-04-01,806
D018,2024-05-01,967
D018,2024-06-01,977
D018,2024-07-01,989
D018,2024-08-01,1011
D018,2024-09-01,913
D018,2024-10-01,851
D018,2024-11-01,705
D018,2024-12-01,718
D019,2019-01-01,556
D019,2019-02-01,484
D019,2019-03-01,521
D019,2019-04-01,614
D019,2019-05-01,726
D019,2019-06-01,735
D019,2019-07-01,765
D019,2019-08-01,766
D019,2019-09-01,715
D019,2019-10-01,668
D019,2019-11-01,525
D019,2019-12-01,556
D019,2020-01-01,555
D019,2020-02-01,501
D019,2020-03-01,556
D019,2020-04-01,662
D019,2020-05-01,698
D019,2020-06-01,732
D019,2020-07-01,777
D019,2020-08-01,745
D019,2020-09-01,730
D019,2020-10-01,662
D019,2020-11-01,558
D019,2020-12-01,548
D019,2021-01-01,567
D019,2021-02-01,525
D019,2021-03-01,564
D019,2021-04-01,636
D019,2021-05-01,739
D019,2021-06-01,746
D019,2021-07-01,773
D019,2021-08-01,781
D019,2021-09-01,742
D019,2021-10-01,685
D019,2021-11-01,559
D019,2021-12-01,580
D019,2022-01-01,559
D019,2022-02-01,512
D019,2022-03-01,573
D019,2022-04-01,649
D019,2022-05-01,758
D019,2022-06-01,759
D019,2022-07-01,801
D019,2022-08-01,787
D019,2022-09-01,766
D019,2022-10-01,677
D019,2022-11-01,586
D019,2022-12-01,569
D019,2023-01-01,586
D019,2023-02-01,521
D019,2023-03-01,568
D019,2023-04-01,677
D019,2023-05-01,788
D019,2023-06-01,771
D019,2023-07-01,807
D019,2023-08-01,829
D019,2023-09-01,755
D019,2023-10-01,698
D019,2023-11-01,585
D019,2023-12-01,581
D019,2024-01-01,618
D019,2024-02-01,566
D019,2024-03-01,603
D019,2024-04-01,672
D019,2024-05-01,775
D019,2024-06-01,798
D019,2024-07-01,823
D019,2024-08-01,805
D019,2024-09-01,787
D019,2024-10-01,711
D019,2024-11-01,585
D019,2024-12-01,622
D020,2019-01-01,777
D020,2019-02-01,684
D020,2019-03-01,892
D020,2019-04-01,887
D020,2019-05-01,983
D020,2019-06-01,989
D020,2019-07-01,1000
D020,2019-08-01,1014
D020,2019-09-01,944
D020,2019-10-01,880
D020,2019-11-01,751
D020,2019-12-01,770
D020,2020-01-01,768
D020,2020-02-01,726
D020,2020-03-01,917
D020,2020-04-01,947
D020,2020-05-01,1039
D020,2020-06-01,989
D020,2020-07-01,1020
D020,2020-08-01,1008
D020,2020-09-01,982
D020,2020-10-01,892
D020,2020-11-01,769
D020,2020-12-01,797
D020,2021-01-01,776
D020,2021-02-01,728
D020,2021-03-01,906
D020,2021-04-01,967
D020,2021-05-01,1054
D020,2021-06-01,1020
D020,2021-07-01,1034
D020,2021-08-01,1045
D020,2021-09-01,983
D020,2021-10-01,935
D020,2021-11-01,777
D020,2021-12-01,815
D020,2022-01-01,825
D020,2022-02-01,721
D020,2022-03-01,933
D020,2022-04-01,1001
D020,2022-05-01,1049
D020,2022-06-01,1017
D020,2022-07-01,1102
D020,2022-08-01,1058
D020,2022-09-01,1006
D020,2022-10-01,944
D020,2022-11-01,770
D020,2022-12-01,823
D020,2023-01-01,808
D020,2023-02-01,769
D020,2023-03-01,957
D020,2023-04-01,1014
D020,2023-05-01,1079
D020,2023-06-01,1051
D020,2023-07-01,1095
D020,2023-08-01,1088
D020,2023-09-01,1027
D020,2023-10-01,950
D020,2023-11-01,802
D020,2023-12-01,820
D020,2024-01-01,843
D020,2024-02-01,784
D020,2024-03-01,948
D020,2024-04-01,1018
D020,2024-05-01,1115
D020,2024-06-01,1044
D020,2024-07-01,1084
D020,2024-08-01,1095
D020,2024-09-01,986
D020,2024-10-01,939
D020,2024-11-01,836
D020,2024-12-01,851
D021,2019-01-01,2002
D021,2019-02-01,1746
D021,2019-03-01,1974
D021,2019-04-01,1875
D021,2019-05-01,1925
D021,2019-06-01,1792
D021,2019-07-01,1884
D021,2019-08-01,1921
D021,2019-09-01,1809
D021,2019-10-01,1948
D021,2019-11-01,1992
D021,2019-12-01,2081
D021,2020-01-01,2151
D021,2020-02-01,2006
D021,2020-03-01,2087
D021,2020-04-01,1956
D021,2020-05-01,1957
D021,2020-06-01,1891
D021,2020-07-01,2013
D021,2020-08-01,2023
D021,2020-09-01,1943
D021,2020-10-01,2017
D021,2020-11-01,2050
D021,2020-12-01,2200
D021,2021-01-01,2218
D021,2021-02-01,1987
D021,2021-03-01,2218
D021,2021-04-01,2057
D021,2021-05-01,2039
D021,2021-06-01,1992
D021,2021-07-01,2065
D021,2021-08-01,2089
D021,2021-09-01,2045
D021,2021-10-01,2136
D021,2021-11-01,2091
D021,2021-12-01,2283
D021,2022-01-01,2329
D021,2022-02-01,2034
D021,2022-03-01,2265
D021,2022-04-01,2166
D021,2022-05-01,2195
D021,2022-06-01,2033
D021,2022-07-01,2215
D021,2022-08-01,2229
D021,2022-09-01,2077
D021,2022-10-01,2218
D021,2022-11-01,2232
D021,2022-12-01,2382
D021,2023-01-01,2415
D021,2023-02-01,2167
D021,2023-03-01,2423
D021,2023-04-01,2274
D021,2023-05-01,2295
D021,2023-06-01,2172
D021,2023-07-01,2295
D021,2023-08-01,2342
D021,2023-09-01,2201
D021,2023-10-01,2280
D021,2023-11-01,2286
D021,2023-12-01,2540
D021,2024-01-01,2471
D021,2024-02-01,2284
D021,2024-03-01,2532
D021,2024-04-01,2424
D021,2024-05-01,2387
D021,2024-06-01,2255
D021,2024-07-01,2340
D021,2024-08-01,2384
D021,2024-09-01,2376
D021,2024-10-01,2418
D021,2024-11-01,2380
D021,2024-12-01,2583
D022,2019-01-01,969
D022,2019-02-01,860
D022,2019-03-01,963
D022,2019-04-01,903
D022,2019-05-01,924
D022,2019-06-01,902
D022,2019-07-01,944
D022,2019-08-01,950
D022,2019-09-01,899
D022,2019-10-01,934
D022,2019-11-01,951
D022,2019-12-01,1008
D022,2020-01-01,1037
D022,2020-02-01,953
D022,2020-03-01,1008
D022,2020-04-01,973
D022,2020-05-01,973
D022,2020-06-01,935
D022,2020-07-01,957
D022,2020-08-01,968
D022,2020-09-01,959
D022,2020-10-01,973
D022,2020-11-01,999
D022,2020-12-01,1064
D022,2021-01-01,1032
D022,2021-02-01,951
D022,2021-03-01,1016
D022,2021-04-01,1019
D022,2021-05-01,1005
D022,2021-06-01,996
D022,2021-07-01,1000
D022,2021-08-01,1019
D022,2021-09-01,976
D022,2021-10-01,1026
D022,2021-11-01,1009
D022,2021-12-01,1060
D022,2022-01-01,1060
D022,2022-02-01,1014
D022,2022-03-01,1110
D022,2022-04-01,1046
D022,2022-05-01,1028
D022,2022-06-01,1030
D022,2022-07-01,1055
D022,2022-08-01,1039
D022,2022-09-01,994
D022,2022-10-01,1075
D022,2022-11-01,1073
D022,2022-12-01,1078
D022,2023-01-01,1138
D022,2023-02-01,1027
D022,2023-03-01,1131
D022,2023-04-01,1074
D022,2023-05-01,1076
D022,2023-06-01,1071
D022,2023-07-01,1075
D022,2023-08-01,1091
D022,2023-09-01,1020
D022,2023-10-01,1114
D022,2023-11-01,1103
D022,2023-12-01,1156
D022,2024-01-01,1168
D022,2024-02-01,1069
D022,2024-03-01,1162
D022,2024-04-01,1130
D022,2024-05-01,1105
D022,2024-06-01,1047
D022,2024-07-01,1126
D022,2024-08-01,1106
D022,2024-09-01,1099
D022,2024-10-01,1103
D022,2024-11-01,1146
D022,2024-12-01,1192
D023,2019-01-01,493
D023,2019-02-01,435
D023,2019-03-01,453
D023,2019-04-01,460
D023,2019-05-01,432
D023,2019-06-01,448
D023,2019-07-01,468
D023,2019-08-01,475
D023,2019-09-01,441
D023,2019-10-01,491
D023,2019-11-01,481
D023,2019-12-01,509
D023,2020-01-01,509
D023,2020-02-01,483
D023,2020-03-01,500
D023,2020-04-01,458
D023,2020-05-01,476
D023,2020-06-01,465
D023,2020-07-01,471
D023,2020-08-01,485
D023,2020-09-01,461
D023,2020-10-01,510
D023,2020-11-01,494
D023,2020-12-01,524
D023,2021-01-01,549
D023,2021-02-01,474
D023,2021-03-01,514
D023,2021-04-01,474
D023,2021-05-01,520
D023,2021-06-01,506
D023,2021-07-01,518
D023,2021-08-01,517
D023,2021-09-01,495
D023,2021-10-01,526
D023,2021-11-01,529
D023,2021-12-01,540
D023,2022-01-01,552
D023,2022-02-01,503
D023,2022-03-01,550
D023,2022-04-01,511
D023,2022-05-01,537
D023,2022-06-01,501
D023,2022-07-01,523
D023,2022-08-01,539
D023,2022-09-01,522
D023,2022-10-01,554
D023,2022-11-01,547
D023,2022-12-01,568
D023,2023-01-01,580
D023,2023-02-01,525
D023,2023-03-01,555
D023,2023-04-01,522
D023,2023-05-01,538
D023,2023-06-01,550
D023,2023-07-01,543
D023,2023-08-01,551
D023,2023-09-01,513
D023,2023-10-01,574
D023,2023-11-01,570
D023,2023-12-01,606
D023,2024-01-01,623
D023,2024-02-01,562
D023,2024-03-01,570
D023,2024-04-01,553
D023,2024-05-01,580
D023,2024-06-01,548
D023,2024-07-01,589
D023,2024-08-01,569
D023,2024-09-01,559
D023,2024-10-01,608
D023,2024-11-01,599
D023,2024-12-01,626
D024,2019-01-01,1364
D024,2019-02-01,1241
D024,2019-03-01,1382
D024,2019-04-01,1429
D024,2019-05-01,1476
D024,2019-06-01,1472
D024,2019-07-01,1548
D024,2019-08-01,1537
D024,2019-09-01,1447
D024,2019-10-01,1434
D024,2019-11-01,1366
D024,2019-12-01,1466
D024,2020-01-01,1416
D024,2020-02-01,1384
D024,2020-03-01,1457
D024,2020-04-01,1502
D024,2020-05-01,1553
D024,2020-06-01,1549
D024,2020-07-01,1609
D024,2020-08-01,1601
D024,2020-09-01,1501
D024,2020-10-01,1467
D024,2020-11-01,1454
D024,2020-12-01,1489
D024,2021-01-01,1521
D024,2021-02-01,1358
D024,2021-03-01,1498
D024,2021-04-01,1508
D024,2021-05-01,1670
D024,2021-06-01,1545
D024,2021-07-01,1663
D024,2021-08-01,1672
D024,2021-09-01,1512
D024,2021-10-01,1533
D024,2021-11-01,1462
D024,2021-12-01,1568
D024,2022-01-01,1542
D024,2022-02-01,1392
D024,2022-03-01,1558
D024,2022-04-01,1560
D024,2022-05-01,1662
D024,2022-06-01,1723
D024,2022-07-01,1770
D024,2022-08-01,1749
D024,2022-09-01,1603
D024,2022-10-01,1585
D024,2022-11-01,1553
D024,2022-12-01,1581
D024,2023-01-01,1621
D024,2023-02-01,1460
D024,2023-03-01,1641
D024,2023-04-01,1627
D024,2023-05-01,1736
D024,2023-06-01,1719
D024,2023-07-01,1809
D024,2023-08-01,1767
D024,2023-09-01,1666
D024,2023-10-01,1661
D024,2023-11-01,1593
D024,2023-12-01,1648
D024,2024-01-01,1658
D024,2024-02-01,1513
D024,2024-03-01,1679
D024,2024-04-01,1722
D024,2024-05-01,1768
D024,2024-06-01,1771
D024,2024-07-01,1843
D024,2024-08-01,1811
D024,2024-09-01,1749
D024,2024-10-01,1658
D024,2024-11-01,1674
D024,2024-12-01,1712
D025,2019-01-01,1085
D025,2019-02-01,962
D025,2019-03-01,1067
D025,2019-04-01,1074
D025,2019-05-01,1137
D025,2019-06-01,1152
D025,2019-07-01,1167
D025,2019-08-01,1191
D025,2019-09-01,1104
D025,2019-10-01,1084
D025,2019-11-01,1044
D025,2019-12-01,1088
D025,2020-01-01,1110
D025,2020-02-01,1025
D025,2020-03-01,1100
D025,2020-04-01,1109
D025,2020-05-01,1194
D025,2020-06-01,1184
D025,2020-07-01,1226
D025,2020-08-01,1212
D025,2020-09-01,1172
D025,2020-10-01,1128
D025,2020-11-01,1081
D025,2020-12-01,1112
D025,2021-01-01,1146
D025,2021-02-01,1027
D025,2021-03-01,1157
D025,2021-04-01,1164
D025,2021-05-01,1256
D025,2021-06-01,1232
D025,2021-07-01,1269
D025,2021-08-01,1209
D025,2021-09-01,1191
D025,2021-10-01,1162
D025,2021-11-01,1142
D025,2021-12-01,1137
D025,2022-01-01,1154
D025,2022-02-01,1072
D025,2022-03-01,1204
D025,2022-04-01,1189
D025,2022-05-01,1250
D025,2022-06-01,1253
D025,2022-07-01,1267
D025,2022-08-01,1266
D025,2022-09-01,1193
D025,2022-10-01,1169
D025,2022-11-01,1158
D025,2022-12-01,1200
D025,2023-01-01,1217
D025,2023-02-01,1068
D025,2023-03-01,1187
D025,2023-04-01,1246
D025,2023-05-01,1281
D025,2023-06-01,1281
D025,2023-07-01,1328
D025,2023-08-01,1314
D025,2023-09-01,1240
D025,2023-10-01,1244
D025,2023-11-01,1198
D025,2023-12-01,1233
D025,2024-01-01,1226
D025,2024-02-01,1173
D025,2024-03-01,1241
D025,2024-04-01,1265
D025,2024-05-01,1332
D025,2024-06-01,1318
D025,2024-07-01,1338
D025,2024-08-01,1360
D025,2024-09-01,1239
D025,2024-10-01,1241
D025,2024-11-01,1241
D025,2024-12-01,1291
D026,2019-01-01,896
D026,2019-02-01,826
D026,2019-03-01,950
D026,2019-04-01,981
D026,2019-05-01,1002
D026,2019-06-01,958
D026,2019-07-01,1021
D026,2019-08-01,1033
D026,2019-09-01,930
D026,2019-10-01,953
D026,2019-11-01,914
D026,2019-12-01,941
D026,2020-01-01,954
D026,2020-02-01,879
D026,2020-03-01,989
D026,2020-04-01,992
D026,2020-05-01,1049
D026,2020-06-01,1004
D026,2020-07-01,1037
D026,2020-08-01,1049
D026,2020-09-01,965
D026,2020-10-01,955
D026,2020-11-01,967
D026,2020-12-01,954
D026,2021-01-01,961
D026,2021-02-01,868
D026,2021-03-01,1030
D026,2021-04-01,1042
D026,2021-05-01,1091
D026,2021-06-01,1071
D026,2021-07-01,1082
D026,2021-08-01,1097
D026,2021-09-01,988
D026,2021-10-01,998
D026,2021-11-01,977
D026,2021-12-01,1005
D026,2022-01-01,999
D026,2022-02-01,908
D026,2022-03-01,1058
D026,2022-04-01,1036
D026,2022-05-01,1122
D026,2022-06-01,1067
D026,2022-07-01,1109
D026,2022-08-01,1090
D026,2022-09-01,1026
D026,2022-10-01,1034
D026,2022-11-01,988
D026,2022-12-01,1009
D026,2023-01-01,1013
D026,2023-02-01,945
D026,2023-03-01,1053
D026,2023-04-01,1079
D026,2023-05-01,1141
D026,2023-06-01,1111
D026,2023-07-01,1136
D026,2023-08-01,1136
D026,2023-09-01,1027
D026,2023-10-01,1045
D026,2023-11-01,1030
D026,2023-12-01,1057
D026,2024-01-01,1053
D026,2024-02-01,996
D026,2024-03-01,1113
D026,2024-04-01,1098
D026,2024-05-01,1178
D026,2024-06-01,1139
D026,2024-07-01,1205
D026,2024-08-01,1155
D026,2024-09-01,1093
D026,2024-10-01,1089
D026,2024-11-01,1041
D026,2024-12-01,1086
D027,2019-01-01,762
D027,2019-02-01,678
D027,2019-03-01,757
D027,2019-04-01,771
D027,2019-05-01,821
D027,2019-06-01,820
D027,2019-07-01,825
D027,2019-08-01,833
D027,2019-09-01,764
D027,2019-10-01,749
D027,2019-11-01,757
D027,2019-12-01,778
D027,2020-01-01,762
D027,2020-02-01,741
D027,2020-03-01,790
D027,2020-04-01,754
D027,2020-05-01,829
D027,2020-06-01,837
D027,2020-07-01,856
D027,2020-08-01,839
D027,2020-09-01,801
D027,2020-10-01,788
D027,2020-11-01,771
D027,2020-12-01,780
D027,2021-01-01,801
D027,2021-02-01,705
D027,2021-03-01,774
D027,2021-04-01,796
D027,2021-05-01,863
D027,2021-06-01,853
D027,2021-07-01,871
D027,2021-08-01,855
D027,2021-09-01,798
D027,2021-10-01,825
D027,2021-11-01,777
D027,2021-12-01,815
D027,2022-01-01,802
D027,2022-02-01,719
D027,2022-03-01,810
D027,2022-04-01,808
D027,2022-05-01,864
D027,2022-06-01,851
D027,2022-07-01,893
D027,2022-08-01,903
D027,2022-09-01,828
D027,2022-10-01,830
D027,2022-11-01,760
D027,2022-12-01,819
D027,2023-01-01,801
D027,2023-02-01,730
D027,2023-03-01,817
D027,2023-04-01,823
D027,2023-05-01,912
D027,2023-06-01,879
D027,2023-07-01,900
D027,2023-08-01,893
D027,2023-09-01,872
D027,2023-10-01,841
D027,2023-11-01,800
D027,2023-12-01,851
D027,2024-01-01,827
D027,2024-02-01,777
D027,2024-03-01,854
D027,2024-04-01,854
D027,2024-05-01,902
D027,2024-06-01,882
D027,2024-07-01,929
D027,2024-08-01,899
D027,2024-09-01,866
D027,2024-10-01,833
D027,2024-11-01,829
D027,2024-12-01,851
D028,2019-01-01,2347
D028,2019-02-01,1993
D028,2019-03-01,2315
D028,2019-04-01,2122
D028,2019-05-01,1954
D028,2019-06-01,1524
D028,2019-07-01,1552
D028,2019-08-01,1956
D028,2019-09-01,2208
D028,2019-10-01,2354
D028,2019-11-01,2281
D028,2019-12-01,2342
D028,2020-01-01,2334
D028,2020-02-01,2211
D028,2020-03-01,2385
D028,2020-04-01,2211
D028,2020-05-01,1954
D028,2020-06-01,1513
D028,2020-07-01,1580
D028,2020-08-01,1971
D028,2020-09-01,2204
D028,2020-10-01,2376
D028,2020-11-01,2253
D028,2020-12-01,2489
D028,2021-01-01,2388
D028,2021-02-01,2187
D028,2021-03-01,2442
D028,2021-04-01,2296
D028,2021-05-01,2018
D028,2021-06-01,1536
D028,2021-07-01,1615
D028,2021-08-01,1983
D028,2021-09-01,2262
D028,2021-10-01,2453
D028,2021-11-01,2354
D028,2021-12-01,2456
D028,2022-01-01,2536
D028,2022-02-01,2190
D028,2022-03-01,2475
D028,2022-04-01,2245
D028,2022-05-01,2077
D028,2022-06-01,1570
D028,2022-07-01,1618
D028,2022-08-01,2073
D028,2022-09-01,2249
D028,2022-10-01,2488
D028,2022-11-01,2411
D028,2022-12-01,2413
D028,2023-01-01,2513
D028,2023-02-01,2292
D028,2023-03-01,2537
D028,2023-04-01,2300
D028,2023-05-01,2065
D028,2023-06-01,1622
D028,2023-07-01,1701
D028,2023-08-01,2122
D028,2023-09-01,2377
D028,2023-10-01,2517
D028,2023-11-01,2452
D028,2023-12-01,2493
D028,2024-01-01,2532
D028,2024-02-01,2384
D028,2024-03-01,2558
D028,2024-04-01,2376
D028,2024-05-01,2153
D028,2024-06-01,1656
D028,2024-07-01,1710
D028,2024-08-01,2063
D028,2024-09-01,2387
D028,2024-10-01,2608
D028,2024-11-01,2521
D028,2024-12-01,2654
D029,2019-01-01,1546
D029,2019-02-01,1403
D029,2019-03-01,1587
D029,2019-04-01,1450
D029,2019-05-01,1345
D029,2019-06-01,1072
D029,2019-07-01,1078
D029,2019-08-01,1314
D029,2019-09-01,1483
D029,2019-10-01,1608
D029,2019-11-01,1525
D029,2019-12-01,1579
D029,2020-01-01,1641
D029,2020-02-01,1512
D029,2020-03-01,1653
D029,2020-04-01,1504
D029,2020-05-01,1386
D029,2020-06-01,1080
D029,2020-07-01,1095
D029,2020-08-01,1337
D029,2020-09-01,1545
D029,2020-10-01,1642
D029,2020-11-01,1612
D029,2020-12-01,1615
D029,2021-01-01,1675
D029,2021-02-01,1515
D029,2021-03-01,1657
D029,2021-04-01,1573
D029,2021-05-01,1409
D029,2021-06-01,1121
D029,2021-07-01,1167
D029,2021-08-01,1409
D029,2021-09-01,1561
D029,2021-10-01,1671
D029,2021-11-01,1644
D029,2021-12-01,1697
D029,2022-01-01,1682
D029,2022-02-01,1545
D029,2022-03-01,1681
D029,2022-04-01,1558
D029,2022-05-01,1418
D029,2022-06-01,1156
D029,2022-07-01,1205
D029,2022-08-01,1436
D029,2022-09-01,1609
D029,2022-10-01,1732
D029,2022-11-01,1689
D029,2022-12-01,1727
D029,2023-01-01,1760
D029,2023-02-01,1594
D029,2023-03-01,1784
D029,2023-04-01,1605
D029,2023-05-01,1498
D029,2023-06-01,1138
D029,2023-07-01,1226
D029,2023-08-01,1444
D029,2023-09-01,1653
D029,2023-10-01,1765
D029,2023-11-01,1733
D029,2023-12-01,1792
D029,2024-01-01,1745
D029,2024-02-01,1683
D029,2024-03-01,1802
D029,2024-04-01,1651
D029,2024-05-01,1499
D029,2024-06-01,1247
D029,2024-07-01,1213
D029,2024-08-01,1556
D029,2024-09-01,1700
D029,2024-10-01,1825
D029,2024-11-01,1711
D029,2024-12-01,1836
D030,2019-01-01,1381
D030,2019-02-01,1273
D030,2019-03-01,1418
D030,2019-04-01,1284
D030,2019-05-01,1229
D030,2019-06-01,1215
D030,2019-07-01,1257
D030,2019-08-01,1262
D030,2019-09-01,1201
D030,2019-10-01,1343
D030,2019-11-01,1383
D030,2019-12-01,1492
D030,2020-01-01,1471
D030,2020-02-01,1369
D030,2020-03-01,1421
D030,2020-04-01,1339
D030,2020-05-01,1250
D030,2020-06-01,1227
D030,2020-07-01,1283
D030,2020-08-01,1272
D030,2020-09-01,1266
D030,2020-10-01,1371
D030,2020-11-01,1421
D030,2020-12-01,1474
D030,2021-01-01,1476
D030,2021-02-01,1347
D030,2021-03-01,1485
D030,2021-04-01,1356
D030,2021-05-01,1307
D030,2021-06-01,1293
D030,2021-07-01,1321
D030,2021-08-01,1322
D030,2021-09-01,1299
D030,2021-10-01,1417
D030,2021-11-01,1448
D030,2021-12-01,1543
D030,2022-01-01,1520
D030,2022-02-01,1391
D030,2022-03-01,1534
D030,2022-04-01,1430
D030,2022-05-01,1336
D030,2022-06-01,1341
D030,2022-07-01,1369
D030,2022-08-01,1379
D030,2022-09-01,1329
D030,2022-10-01,1444
D030,2022-11-01,1507
D030,2022-12-01,1574
D030,2023-01-01,1582
D030,2023-02-01,1476
D030,2023-03-01,1527
D030,2023-04-01,1416
D030,2023-05-01,1382
D030,2023-06-01,1353
D030,2023-07-01,1470
D030,2023-08-01,1389
D030,2023-09-01,1336
D030,2023-10-01,1551
D030,2023-11-01,1532
D030,2023-12-01,1600
D030,2024-01-01,1605
D030,2024-02-01,1538
D030,2024-03-01,1566
D030,2024-04-01,1486
D030,2024-05-01,1417
D030,2024-06-01,1378
D030,2024-07-01,1440
D030,2024-08-01,1465
D030,2024-09-01,1388
D030,2024-10-01,1571
D030,2024-11-01,1585
D030,2024-12-01,1694
D031,2019-01-01,948
D031,2019-02-01,852
D031,2019-03-01,950
D031,2019-04-01,871
D031,2019-05-01,793
D031,2019-06-01,637
D031,2019-07-01,653
D031,2019-08-01,797
D031,2019-09-01,905
D031,2019-10-01,974
D031,2019-11-01,938
D031,2019-12-01,923
D031,2020-01-01,945
D031,2020-02-01,887
D031,2020-03-01,978
D031,2020-04-01,906
D031,2020-05-01,818
D031,2020-06-01,676
D031,2020-07-01,698
D031,2020-08-01,823
D031,2020-09-01,893
D031,2020-10-01,976
D031,2020-11-01,947
D031,2020-12-01,929
D031,2021-01-01,984
D031,2021-02-01,910
D031,2021-03-01,984
D031,2021-04-01,907
D031,2021-05-01,822
D031,2021-06-01,663
D031,2021-07-01,712
D031,2021-08-01,826
D031,2021-09-01,921
D031,2021-10-01,967
D031,2021-11-01,949
D031,2021-12-01,966
D031,2022-01-01,1001
D031,2022-02-01,889
D031,2022-03-01,1009
D031,2022-04-01,933
D031,2022-05-01,855
D031,2022-06-01,704
D031,2022-07-01,710
D031,2022-08-01,851
D031,2022-09-01,928
D031,2022-10-01,1005
D031,2022-11-01,974
D031,2022-12-01,983
